,RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
41,"Memphis, TN",41,250000.0,249900.0,249500.0,248100.0,249900.0,249900.0,249900.0,249900.0,245000.0,249000.0,244500.0,240000.0,239900.0,246500.0,248000.0,245000.0,249000.0,249000.0,249000.0,244000.0,241500.0,240000.0,239900.0,239900.0,239900.0,239900.0,239900.0,239900.0,239900.0,239900.0,239900.0,239900.0,239900.0,239900.0,239900.0,239900.0,239900.0,239000.0,239000.0,239900.0,239900.0,239900.0,239900.0,239900.0,239900.0,239900.0,240000.0,243900.0,243200.0,241900.0,245000.0,247500.0,248000.0,249900.0,249900.0,251480.0,254900.0,255000.0,251000.0,250000.0,249900.0,250000.0,250900.0,255500.0,259500.0,260000.0,264950.0,259900.0,259900.0,259500.0,259900.0,259900.0,259939.0,260900.0,267700.0,269900.0,269900.0,275000.0,275000.0,272500.0,279900.0,280000.0,279900.0,280000.0,289000.0,287515.0,289900.0,295000.0,299000.0,298900.0,299000.0,298500.0,299000.0,299900.0,309125.0,309000.0,300000.0,306450.0,309800.0,310125.0,310000.0,314900.0,309900.0,309900.0,312000.0,312900.0,315000.0,315000.0,314900.0,316900.0,324000.0,324997.0,327750.0,327375.0,328900.0,329900.0,329900.0,325595.0,329900.0,329250.0
42,"Oklahoma City, OK",42,239900.0,239875.0,239900.0,235000.0,234900.0,234900.0,234900.0,234900.0,234900.0,234900.0,232100.0,231000.0,229900.0,231500.0,229900.0,229000.0,229990.0,229900.0,230000.0,230000.0,229900.0,229900.0,231000.0,232500.0,234900.0,230000.0,230000.0,234000.0,234900.0,234900.0,234990.0,232990.0,232945.0,234899.0,237050.0,236948.0,236600.0,235000.0,239200.0,239000.0,239900.0,239900.0,244500.0,245000.0,245000.0,247500.0,249000.0,248520.0,249900.0,249500.0,249900.0,249987.5,249990.0,252500.0,255000.0,255000.0,255000.0,256000.0,254990.0,254995.0,259900.0,259900.0,259900.0,265700.0,268900.0,269900.0,269990.0,269900.0,265000.0,269000.0,269900.0,269900.0,269000.0,269900.0,264900.0,269740.0,275000.0,275000.0,275000.0,274900.0,274900.0,275000.0,271000.0,270000.0,275000.0,279500.0,279900.0,284188.5,285940.0,285000.0,283750.0,282323.0,286870.0,289000.0,285920.0,291990.0,292990.0,295900.0,299900.0,299900.0,299900.0,300600.0,299824.5,295340.0,295950.0,297840.0,299102.0,299000.0,299900.0,299900.0,299900.0,299900.0,299900.0,304557.0,306134.0,309900.0,308840.0,307650.0,309900.0,310350.0
43,"Louisville-Jefferson County, KY",43,269900.0,268900.0,269900.0,269900.0,274900.0,279500.0,279500.0,279000.0,276450.0,275000.0,274970.0,275000.0,270000.0,268900.0,260175.0,260775.0,265000.0,260000.0,259900.0,262500.0,262000.0,265000.0,265000.0,259900.0,259900.0,259900.0,269900.0,270000.0,267250.0,265000.0,265000.0,265000.0,264898.0,259900.0,259900.0,259900.0,259000.0,259900.0,259915.5,260320.0,264000.0,260000.0,265000.0,269000.0,269900.0,265000.0,269900.0,270000.0,269900.0,272816.5,275000.0,279900.0,279900.0,280000.0,279900.0,279900.0,282865.5,285000.0,289400.0,289900.0,289900.0,298500.0,299900.0,298950.0,297500.0,299000.0,299500.0,294900.0,294900.0,295000.0,297387.0,299000.0,299000.0,298000.0,299500.0,305000.0,309925.0,309900.0,310000.0,314900.0,310000.0,310000.0,312000.0,319900.0,324955.0,325000.0,324900.0,329900.0,329900.0,336900.0,329900.0,334000.0,329900.0,329469.5,329900.0,334899.0,320810.0,329000.0,334900.0,331800.0,334000.0,335000.0,334990.0,330000.0,335000.0,334900.0,331990.0,331990.0,327949.5,329950.0,335000.0,340733.0,345000.0,349500.0,349000.0,345000.0,346975.5,345000.0,343650.0,343650.0
44,"Hartford, CT",44,405450.0,418000.0,415250.0,409900.0,418365.0,412900.0,418900.0,419000.0,399999.0,401900.0,399999.0,399900.0,400000.0,399900.0,399900.0,399000.0,394900.0,389900.0,389000.0,389900.0,385000.0,389900.0,389900.0,389900.0,389900.0,389000.0,384900.0,379900.0,379900.0,379000.0,379450.0,379900.0,384900.0,382000.0,384900.0,384900.0,389900.0,399500.0,394900.0,391950.0,394900.0,389900.0,394900.0,389980.0,389900.0,394900.0,393900.0,394900.0,395000.0,390000.0,399000.0,389900.0,385000.0,383988.0,379900.0,379900.0,379900.0,381800.0,385000.0,389000.0,389000.0,392500.0,394950.0,389900.0,389900.0,386500.0,379900.0,379000.0,379900.0,379900.0,382157.5,381157.5,384900.0,388900.0,389900.0,392900.0,394900.0,395000.0,394900.0,395000.0,399000.0,395000.0,395000.0,399900.0,399900.0,399900.0,399900.0,399900.0,399000.0,399000.0,399900.0,399900.0,399900.0,399900.0,399900.0,400000.0,409900.0,409900.0,399999.0,409000.0,409000.0,405000.0,399900.0,399900.0,399900.0,399900.0,399900.0,399900.0,399999.0,409900.0,404900.0,399999.0,399900.0,399900.0,399900.0,399900.0,399900.0,399900.0,399900.0,409900.0
45,"Richmond, VA",45,350000.0,349950.0,349950.0,344700.0,344950.0,339950.0,339900.0,342000.0,344700.0,329950.0,334950.0,330000.0,329000.0,329950.0,330000.0,330000.0,330000.0,329000.0,325000.0,325000.0,325000.0,329000.0,325000.0,319950.0,319950.0,319950.0,324950.0,325000.0,325000.0,329500.0,328950.0,325000.0,329900.0,329000.0,329950.0,329925.0,327830.0,336075.0,338995.0,338990.0,340000.0,344950.0,341110.0,342000.0,340000.0,339950.0,343105.0,345000.0,347970.0,351470.0,350000.0,357992.5,357742.5,356990.0,354900.0,354900.0,359000.0,359000.0,360000.0,359900.0,359950.0,364970.0,369950.0,370000.0,369990.0,374910.0,375000.0,375000.0,375000.0,376990.0,375475.0,370000.0,372950.0,374500.0,381950.0,383900.0,384950.0,379900.0,375000.0,377950.0,379950.0,379500.0,379000.0,379000.0,379000.0,379950.0,384500.0,385000.0,385475.0,386000.0,384950.0,389950.0,389950.0,389995.0,399000.0,396990.0,389900.0,399500.0,399970.0,399950.0,399999.0,404950.0,406075.0,399990.0,399950.0,399950.0,399950.0,400120.0,399950.0,404000.0,413950.0,414870.5,410950.0,410000.0,405800.0,404900.0,409000.0,408950.0,407212.0,405230.0
46,"New Orleans, LA",46,310000.0,309000.0,307000.0,300000.0,309000.0,299925.0,300000.0,306475.0,300000.0,300000.0,305000.0,299949.5,299900.0,299900.0,299500.0,299810.0,299900.0,299900.0,299900.0,299000.0,299000.0,290000.0,297000.0,294900.0,295000.0,290000.0,289900.0,289900.0,290000.0,295000.0,291500.0,290000.0,290000.0,289000.0,289000.0,289999.0,299000.0,299900.0,299900.0,299900.0,308500.0,305000.0,300000.0,305000.0,308000.0,300000.0,299900.0,310000.0,319000.0,319000.0,324250.0,319000.0,324900.0,320000.0,324900.0,325000.0,325000.0,329000.0,325900.0,325000.0,319900.0,324000.0,324900.0,325000.0,329900.0,335000.0,339000.0,344200.0,349900.0,350000.0,356000.0,358000.0,359000.0,366250.0,374900.0,375000.0,375000.0,375000.0,369900.0,375000.0,385000.0,385000.0,385000.0,385000.0,389500.0,380000.0,389000.0,390000.0,389900.0,387500.0,389000.0,384000.0,382500.0,384999.0,385000.0,387500.0,385000.0,385000.0,385000.0,389000.0,387900.0,385000.0,385000.0,385000.0,389000.0,390000.0,399000.0,399000.0,399000.0,399000.0,398000.0,399000.0,399000.0,395000.0,395000.0,395000.0,399000.0,395000.0,389900.0,392861.0
47,"Buffalo, NY",47,240000.0,244400.0,239900.0,239900.0,244400.0,239900.0,239900.0,239900.0,239900.0,239900.0,239900.0,240495.0,239900.0,239999.0,239900.0,239900.0,236000.0,234700.0,234900.0,235000.0,238200.0,234900.0,234900.0,233000.0,236000.0,235665.5,236900.0,236000.0,236900.0,239000.0,239900.0,244222.0,249900.0,242900.0,243450.0,242900.0,249900.0,249900.0,249900.0,249900.0,249900.0,249900.0,252200.0,249990.0,253240.0,259900.0,259000.0,258200.0,256773.5,254990.0,257990.0,254945.0,262990.0,260000.0,260000.0,260000.0,260000.0,259900.0,259990.0,261900.0,259900.0,260000.0,259990.0,271150.0,274900.0,274400.0,270000.0,275000.0,279600.0,279000.0,279900.0,284000.0,285000.0,285000.0,284900.0,285000.0,289000.0,285000.0,279900.0,283700.0,284700.0,279900.0,284900.0,282750.0,285000.0,295000.0,299900.0,299900.0,294999.0,299000.0,299900.0,296000.0,298650.0,290000.0,298800.0,300000.0,315000.0,319900.0,319900.0,319000.0,309900.0,309900.0,305000.0,300000.0,309900.0,315000.0,315000.0,319995.0,329900.0,334999.5,339900.0,334900.0,334900.0,334900.0,329000.0,328000.0,329900.0,329000.0,329900.0,334825.0
48,"Raleigh, NC",48,398900.0,395000.0,389900.0,389900.0,384900.0,379900.0,379900.0,379900.0,375782.0,379000.0,375000.0,375000.0,369900.0,369900.0,372838.5,369900.0,370000.0,369500.0,366995.0,369000.0,369900.0,367000.0,365000.0,360945.0,360000.0,360000.0,360000.0,364800.0,364000.0,364900.0,359900.0,357000.0,354945.0,354900.0,359995.0,359000.0,359900.0,363740.0,365000.0,375000.0,374900.0,374900.0,375000.0,380000.0,382235.0,382990.0,385000.0,389900.0,389900.0,390000.0,385000.0,399000.0,399000.0,399900.0,399900.0,399999.0,399900.0,400000.0,399900.0,400000.0,399999.0,400000.0,400000.0,409778.0,418995.0,419500.0,417500.0,419900.0,421481.0,419990.0,419900.0,421000.0,424997.5,434100.0,434050.0,439000.0,439800.0,439900.0,436000.0,439363.0,439900.0,439952.5,439900.0,439900.0,440000.0,439900.0,449000.0,449900.0,447997.5,449900.0,449900.0,447468.0,445516.0,449580.0,449000.0,449000.0,445990.0,452125.0,453979.0,452990.0,459000.0,459900.0,459900.0,451557.0,455000.0,455900.0,459900.0,455758.0,460000.0,464900.0,474900.0,475000.0,475000.0,472062.5,474900.0,469990.0,474900.0,475000.0,475000.0,476900.0
49,"Birmingham, AL",49,279900.0,279900.0,279900.0,284900.0,282000.0,279900.0,275000.0,274900.0,274900.0,274700.0,269900.0,269900.0,269900.0,269900.0,269000.0,269900.0,269900.0,269000.0,269900.0,269000.0,268000.0,260000.0,260000.0,259900.0,259000.0,257950.0,259900.0,259900.0,259450.0,259900.0,259900.0,254900.0,259900.0,264900.0,259900.0,265000.0,260000.0,260300.0,260482.5,264900.0,269000.0,269900.0,269900.0,269900.0,269900.0,269900.0,269900.0,274900.0,269900.0,274900.0,279000.0,284400.0,284900.0,284450.0,279900.0,279900.0,279900.0,284900.0,281000.0,282900.0,280000.0,285000.0,285000.0,289900.0,291900.0,290000.0,289900.0,289900.0,289900.0,299000.0,297500.0,295000.0,297500.0,299997.0,305000.0,309000.0,317785.0,319900.0,314900.0,309900.0,308700.0,309900.0,311000.0,314250.0,315000.0,315500.0,319900.0,324900.0,324900.0,324900.0,319900.0,319900.0,319900.0,319900.0,319900.0,324900.0,325000.0,328950.0,329900.0,335000.0,339000.0,339900.0,339900.0,338000.0,334900.0,334440.0,341900.0,349900.0,346000.0,355900.0,349900.0,354940.5,350000.0,355000.0,354900.0,349900.0,349999.5,354900.0,358000.0,358000.0
50,"Salt Lake City, UT",50,424900.0,419000.0,414945.0,414990.0,399900.0,399000.0,399000.0,389900.0,386500.0,379000.0,377000.0,375000.0,369900.0,367000.0,360000.0,359900.0,359000.0,359900.0,359900.0,360000.0,365000.0,359900.0,359900.0,353900.0,350000.0,349900.0,350000.0,357655.0,359900.0,370000.0,379000.0,385000.0,399500.0,399900.0,395000.0,400000.0,400000.0,399900.0,400000.0,419900.0,410000.0,415000.0,419000.0,419500.0,419900.0,418950.0,424900.0,424900.0,419900.0,428000.0,421000.0,429885.0,429900.0,429974.5,429900.0,434900.0,435450.0,437000.0,434994.5,439000.0,433000.0,431990.0,435000.0,449000.0,450000.0,459900.0,474900.0,468425.0,472500.0,479000.0,474900.0,478944.0,479900.0,494000.0,490000.0,499000.0,499650.0,480000.0,479900.0,489250.0,500000.0,499900.0,509900.0,509900.0,525000.0,518450.0,524900.0,525000.0,529900.0,544900.0,548950.0,539000.0,549000.0,539000.0,549000.0,550000.0,546000.0,564900.0,557950.0,569900.0,575000.0,575000.0,584900.0,586500.0,595000.0,587700.0,589900.0,599900.0,599900.0,602325.0,612786.0,619900.0,619763.0,609900.0,609900.0,612400.0,620000.0,645000.0,652900.0,652799.0
51,"Rochester, NY",51,259900.0,249250.0,245000.0,248900.0,249900.0,249900.0,245873.0,249900.0,249900.0,239900.0,239900.0,239000.0,237900.0,233700.0,229900.0,229900.0,229900.0,229500.0,228500.0,229900.0,229900.0,229900.0,229925.0,230990.0,229900.0,229900.0,234900.0,234900.0,237500.0,239900.0,239000.0,239900.0,239990.0,239900.0,239900.0,239000.0,234900.0,239900.0,239900.0,239000.0,239900.0,239900.0,239995.0,239990.0,242990.0,244900.0,239900.0,239900.0,239900.0,239900.0,243140.0,240000.0,247495.0,249900.0,249945.0,249900.0,249900.0,249900.0,254900.0,249900.0,255000.0,255990.0,259000.0,259000.0,259900.0,259900.0,259900.0,259900.0,260000.0,259900.0,260000.0,262950.0,264950.0,269900.0,266900.0,266950.0,267250.0,265000.0,262000.0,260945.0,259900.0,259900.0,265900.0,265000.0,269900.0,269900.0,269900.0,271118.0,269900.0,270375.0,272990.0,274900.0,279900.0,284900.0,285000.0,289900.0,284900.0,287900.0,282500.0,284900.0,280995.0,280945.0,285000.0,284900.0,289900.0,289000.0,281573.0,284900.0,289900.0,293999.0,295000.0,291900.0,292100.0,294990.0,290950.0,289900.0,292000.0,292411.5,290000.0,290000.0
52,"Grand Rapids, MI",52,229900.0,229900.0,229000.0,229900.0,229900.0,229900.0,229900.0,228200.0,229000.0,229900.0,220000.0,219900.0,220000.0,224900.0,219900.0,219900.0,222900.0,224450.0,220500.0,220000.0,224900.0,223900.0,224900.0,224900.0,225000.0,224900.0,224900.0,225000.0,229900.0,229900.0,234900.0,234950.0,237250.0,244500.0,244900.0,244900.0,239900.0,239900.0,239900.0,249000.0,249900.0,249900.0,249900.0,249900.0,250000.0,253650.0,250000.0,259900.0,259900.0,264900.0,264900.0,269900.0,269900.0,274900.0,274525.0,273850.0,279000.0,279732.5,279900.0,279900.0,280000.0,279900.0,279900.0,279900.0,284445.0,285000.0,288900.0,289900.0,295000.0,289900.0,294900.0,295488.5,299000.0,299900.0,299900.0,305000.0,314700.0,315000.0,304900.0,304900.0,299999.0,310000.0,309900.0,303700.0,300777.5,306634.5,309900.0,305550.0,314900.0,320000.0,320000.0,319900.0,320712.0,321950.0,324000.0,319900.0,317350.0,321880.0,324900.0,323810.0,334000.0,339900.0,334900.0,337900.0,339900.0,339900.0,339900.0,339900.0,334900.0,339800.0,339000.0,342900.0,347150.0,344900.0,342400.0,344900.0,339900.0,343524.0,339999.0,335766.0
53,"Tucson, AZ",53,365000.0,350000.0,350000.0,350000.0,345000.0,341250.0,340000.0,339900.0,330775.0,334999.0,329995.0,334900.0,330000.0,329000.0,324900.0,324900.0,325000.0,301851.0,300000.0,299000.0,299000.0,299000.0,295000.0,298900.0,299000.0,299000.0,299000.0,299900.0,300495.0,309000.0,310000.0,315000.0,315000.0,313686.0,311900.0,306885.0,310000.0,305000.0,308499.5,309900.0,301730.0,311490.0,315000.0,309000.0,310000.0,317200.0,319000.0,320000.0,324900.0,325000.0,325000.0,325000.0,327418.0,324900.0,324900.0,325000.0,322500.0,321700.0,324900.0,325000.0,325000.0,325000.0,325000.0,325000.0,325000.0,325000.0,328900.0,329700.0,330000.0,340000.0,343071.0,343242.0,344800.0,345000.0,345000.0,349900.0,349900.0,349500.0,350000.0,350000.0,350000.0,359000.0,362750.0,360000.0,364917.0,365000.0,369000.0,369900.0,370000.0,374291.0,375000.0,375000.0,374291.0,369997.0,375000.0,379000.0,379000.0,384434.0,384500.0,389000.0,385000.0,384816.0,380000.0,379990.0,390000.0,390000.0,392000.0,399000.0,399900.0,399500.0,395000.0,399000.0,396500.0,395000.0,392689.5,390344.0,399000.0,399000.0,399875.0,400275.0
54,"Urban Honolulu, HI",54,900000.0,903000.0,875000.0,898888.0,939000.0,950000.0,965000.0,950000.0,949000.0,932000.0,945000.0,959000.0,950000.0,947000.0,947500.0,950000.0,967000.0,950000.0,925000.0,900000.0,895000.0,898000.0,875000.0,875000.0,895000.0,900000.0,900000.0,900000.0,894000.0,899900.0,899000.0,899900.0,899000.0,925000.0,950000.0,969000.0,959800.0,949000.0,949000.0,955000.0,989500.0,995000.0,1015000.0,1000000.0,1095000.0,1100000.0,1150000.0,1188000.0,1195000.0,1190000.0,1188000.0,1175000.0,1125000.0,1149000.0,1150000.0,1150000.0,1100000.0,1118000.0,1150000.0,1190000.0,1186000.0,1195000.0,1198000.0,1183000.0,1200000.0,1200000.0,1195000.0,1190000.0,1190000.0,1199000.0,1202500.0,1249000.0,1250000.0,1200000.0,1250000.0,1250000.0,1250000.0,1275000.0,1275000.0,1278000.0,1288000.0,1298000.0,1352000.0,1395000.0,1396500.0,1380000.0,1380000.0,1350000.0,1345000.0,1319000.0,1345000.0,1360000.0,1336500.0,1300000.0,1299000.0,1350000.0,1377022.0,1359900.0,1350000.0,1395000.0,1375000.0,1350000.0,1350000.0,1389000.0,1380000.0,1375000.0,1355000.0,1380000.0,1375000.0,1349000.0,1320000.0,1300000.0,1290000.0,1272500.0,1280000.0,1299000.0,1330000.0,1325000.0,1348000.0,1372871.0
55,"Tulsa, OK",55,245000.0,240000.0,238900.0,235000.0,238900.0,238900.0,234900.0,229500.0,220000.0,220000.0,219000.0,214900.0,215000.0,215000.0,214900.0,219900.0,224900.0,224900.0,224000.0,221038.0,225000.0,229900.0,229878.0,229900.0,230000.0,230000.0,229900.0,235000.0,232000.0,229000.0,229300.0,229000.0,225000.0,225000.0,227958.0,229000.0,227000.0,225000.0,230000.0,229000.0,230000.0,220000.0,225000.0,229900.0,233000.0,229900.0,233500.0,226275.0,229900.0,229000.0,229000.0,234000.0,234900.0,237950.0,235000.0,235000.0,237800.0,238500.0,234900.0,239000.0,238000.0,241900.0,245000.0,245500.0,249900.0,249900.0,249523.0,249900.0,249900.0,249900.0,249000.0,249900.0,249900.0,264900.0,260990.0,263000.0,266500.0,269000.0,269900.0,270000.0,274250.0,274900.0,275000.0,273925.5,275000.0,276200.0,278000.0,283733.0,285000.0,285000.0,280000.0,279900.0,279900.0,279000.0,279900.0,281950.0,279900.0,283261.0,285000.0,288000.0,285000.0,288134.0,286000.0,289000.0,289900.0,289900.0,289900.0,289925.0,291950.0,294250.0,299000.0,299000.0,299500.0,299000.0,299900.0,299000.0,297250.0,299000.0,299900.0,304718.0
56,"Fresno, CA",56,325000.0,320000.0,319900.0,319900.0,319975.0,318522.0,319000.0,319000.0,309900.0,299900.0,298775.0,299000.0,299900.0,299900.0,299000.0,299000.0,299575.0,289950.0,289775.0,293500.0,295000.0,298500.0,289500.0,287000.0,285125.0,288000.0,280800.0,274900.0,274900.0,280000.0,285000.0,289900.0,294900.0,297750.0,299000.0,299000.0,299000.0,300475.0,309900.0,310000.0,309900.0,314700.0,313050.0,308990.0,313500.0,311450.0,314500.0,316950.0,310000.0,325000.0,325000.0,336500.0,338700.0,344500.0,339900.0,339000.0,339000.0,339900.0,339000.0,339900.0,339900.0,340000.0,349900.0,350000.0,349900.0,354000.0,355000.0,356000.0,359900.0,357450.0,359900.0,359950.0,369900.0,379824.5,369900.0,374950.0,370000.0,375000.0,375975.0,375000.0,379100.0,385000.0,386944.0,375000.0,385195.0,389000.0,392500.0,390000.0,389000.0,390090.0,396900.0,399900.0,399999.0,399999.0,400000.0,404400.0,399000.0,399000.0,399000.0,399925.0,407845.0,401450.0,403815.5,400000.0,409925.0,415000.0,425000.0,424950.0,419000.0,424900.0,425000.0,429000.0,425000.0,424925.0,423950.0,424900.0,419990.0,423199.0,419000.0,411873.0
57,"Worcester, MA",57,390000.0,385000.0,387000.0,389900.0,384900.0,379900.0,379900.0,379900.0,384900.0,384838.5,384900.0,384500.0,379000.0,369900.0,369900.0,372450.0,369900.0,369900.0,365000.0,365000.0,369000.0,359900.0,359900.0,354900.0,359000.0,359900.0,369000.0,367792.5,369900.0,369900.0,365000.0,369000.0,364200.0,365000.0,369000.0,370000.0,374900.0,379900.0,379900.0,379900.0,379900.0,379000.0,379000.0,379949.5,379900.0,380000.0,382500.0,385000.0,385000.0,391000.0,389900.0,390000.0,394900.0,389900.0,389900.0,389900.0,393000.0,398250.0,399000.0,395000.0,398000.0,394900.0,398500.0,398000.0,397700.0,399000.0,399000.0,394900.0,399000.0,399900.0,399900.0,399900.0,399900.0,399900.0,409900.0,414900.0,429000.0,429900.0,425000.0,424900.0,419900.0,419900.0,424900.0,425000.0,419900.0,424900.0,424900.0,430000.0,430000.0,434900.0,439900.0,439000.0,439000.0,444900.0,445000.0,449000.0,442400.0,449000.0,449000.0,450000.0,455000.0,469000.0,464900.0,465000.0,468500.0,469900.0,468900.0,469450.0,469900.0,479900.0,479900.0,489900.0,489900.0,489700.0,479900.0,475000.0,475000.0,479000.0,480000.0,480485.0
58,"Stamford, CT",58,1095000.0,1095000.0,1050000.0,1000000.0,998950.0,1020000.0,1049000.0,999250.0,999000.0,1027000.0,999000.0,995000.0,1029000.0,999900.0,999000.0,1029000.0,999999.0,999900.0,1050000.0,1050000.0,1060500.0,1087500.0,1089000.0,1089500.0,1100000.0,1125000.0,1095000.0,1075000.0,1075000.0,1072000.0,1050000.0,1049000.0,1060000.0,1099000.0,1099499.5,1150000.0,1149000.0,1195000.0,1149000.0,1100000.0,1125000.0,1099000.0,1075000.0,1050000.0,1098000.0,1150000.0,1195000.0,1195000.0,1199450.0,1243500.0,1175000.0,1149000.0,1195000.0,1160000.0,1150000.0,1150000.0,1189000.0,1199000.0,1225000.0,1250000.0,1275000.0,1275000.0,1246000.0,1224500.0,1199000.0,1195000.0,1195000.0,1195000.0,1195000.0,1199000.0,1225000.0,1249000.0,1250000.0,1249000.0,1224500.0,1199000.0,1195000.0,1185000.0,1175000.0,1150000.0,1164500.0,1175000.0,1179000.0,1175000.0,1195000.0,1195000.0,1185450.0,1149000.0,1100000.0,1100000.0,1125000.0,1099000.0,1149000.0,1150000.0,1185000.0,1190000.0,1199000.0,1195000.0,1190000.0,1149000.0,1149000.0,1129000.0,1125000.0,1100000.0,1100000.0,1100000.0,1124000.0,1173250.0,1149000.0,1137000.0,1125500.0,1100000.0,1095000.0,1095000.0,1059999.5,1050000.0,1095000.0,1055000.0,1095000.0,1112123.0
59,"Albuquerque, NM",59,357000.0,353900.0,350000.0,350000.0,350000.0,349900.0,347700.0,345000.0,345000.0,344250.0,334900.0,328900.0,325000.0,325000.0,318500.0,324000.0,325000.0,319900.0,319900.0,319900.0,319900.0,319945.0,324900.0,324000.0,316407.5,319000.0,319900.0,319900.0,320000.0,324900.0,319900.0,315000.0,312000.0,315000.0,325000.0,310000.0,300000.0,305500.0,310000.0,309990.0,310000.0,309945.0,312992.5,315000.0,315000.0,319900.0,309990.0,300000.0,299950.0,300000.0,300000.0,305000.0,309950.0,310000.0,310000.0,315000.0,316000.0,317475.0,316425.0,319990.0,319900.0,319900.0,319900.0,318900.0,320000.0,320000.0,320000.0,323995.0,319955.0,325000.0,325000.0,319900.0,317000.0,320192.5,323717.5,320000.0,330000.0,334615.0,334491.0,330000.0,333495.0,330000.0,329000.0,329900.0,326950.5,328475.5,325995.0,329000.0,329000.0,334000.0,334990.0,339000.0,335000.0,335000.0,335000.0,339990.0,339990.0,339990.0,342737.5,341995.0,342737.5,346710.0,349000.0,345000.0,349900.0,350000.0,350000.0,350000.0,350200.0,350000.0,354975.0,360000.0,359000.0,360000.0,365000.0,363200.0,365000.0,365000.0,365000.0,364990.0
60,"Albany, NY",60,349900.0,349000.0,344900.0,341900.0,342250.0,339900.0,345000.0,339997.5,339900.0,339000.0,339900.0,331900.0,329900.0,329900.0,329900.0,334900.0,334000.0,333500.0,329900.0,331600.0,329900.0,332900.0,337500.0,339000.0,337500.0,339000.0,339000.0,337500.0,336900.0,337625.0,339900.0,339900.0,339000.0,337500.0,339900.0,344202.5,344000.0,339900.0,346900.0,349000.0,342000.0,349900.0,349900.0,349900.0,349900.0,349900.0,349900.0,359000.0,355000.0,360000.0,359850.0,357900.0,357000.0,359900.0,359900.0,357900.0,359000.0,355800.0,359000.0,358925.0,359900.0,359900.0,359900.0,359000.0,349900.0,350740.0,349999.0,349900.0,349999.0,350000.0,352500.0,355900.0,357300.0,355900.0,354900.0,355950.0,359900.0,359900.0,359900.0,359850.0,359900.0,362000.0,364900.0,372700.0,372900.0,374900.0,374900.0,369500.0,369900.0,369900.0,369900.0,364900.0,367500.0,369900.0,369000.0,374999.0,375000.0,378554.5,379900.0,379900.0,375000.0,379000.0,379000.0,379900.0,383500.0,386150.0,388487.5,389000.0,389250.0,388250.0,389400.0,389900.0,389900.0,389000.0,389500.0,389950.0,391200.0,390900.0,390000.0,395272.0
61,"Omaha, NE",61,269000.0,269000.0,265000.0,265000.0,267500.0,265000.0,266975.0,267000.0,265000.0,259900.0,259900.0,257000.0,259000.0,259900.0,257002.0,255000.0,258815.0,256750.0,259000.0,259900.0,259900.0,259900.0,260000.0,262012.5,264900.0,260950.0,259900.0,259950.0,260000.0,264500.0,265000.0,266008.0,264900.0,265000.0,269383.5,270000.0,269900.0,274900.0,275000.0,275342.0,277777.0,279000.0,279805.5,280000.0,280000.0,282122.0,289087.5,298000.0,298000.0,297000.0,295000.0,296000.0,298250.0,295000.0,295000.0,294700.0,298000.0,300000.0,310000.0,315000.0,315176.5,314500.0,308353.5,315000.0,314900.0,318450.0,319500.0,319000.0,315000.0,319500.0,322900.0,328677.5,329000.0,336694.0,334301.5,330000.0,335000.0,336900.0,335000.0,333000.0,335000.0,332950.0,339900.0,347122.5,345350.0,345000.0,337625.0,340000.0,340000.0,340000.0,339000.0,340000.0,345000.0,348950.0,349900.0,350822.5,345000.0,355000.0,350802.0,357495.0,354000.0,353000.0,358350.0,350000.0,355000.0,359900.0,365000.0,368420.0,369630.0,371235.0,369950.0,369900.0,365000.0,365672.5,365000.0,367500.0,359750.0,355000.0,359000.0,367604.0
